id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers,has_catalan_slang,has_spanish_slang,has_any_slang,catalan_slang_count,spanish_slang_count,total_slang_count,catalan_slang_found,spanish_slang_found
The Spanish Apartment_2002_4390127_204,"Gracias, mamá.",family,0.8,The Spanish Apartment,"00:17:02,497","00:17:04,040",esto era el típico problema de mi madre. | No hacerle caso nunca más. Ignorar sus locuras.,"No hacerle caso. Ignorar sus planes de mierda. | ¿Hola, Jean-Michel?",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4390127_161,"Aquí, salen a cenar sobre las diez.",plans,0.8793229484558106,The Spanish Apartment,"00:12:53,344","00:12:55,805","No sé por qué se empeñó en hablar conmigo. | Ya verás, es una ciudad de locos.","Antes, no hay ni un alma. | Y después, ¡fiesta! Les encanta divertirse.",,False,True,True,0,1,1,{},"{""party_social"": [""fiesta""]}"
Animals_2012_7438638_335,Lo lamento. Lo siento.,apologies,0.8,Animals,"01:23:34,440","01:23:36,635","Eh, tío. | Pensé que nunca volvería a verte.",No puedo vivir sin ti. | Yo tampoco puedo sin ti.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Animals_2012_7438638_308,Nos vemos allí y espero que os divirtáis.,farewells,1.0,Animals,"01:11:54,760","01:11:56,751","Habrá un almuerzo especial de de Halloween en el comedor | y luego, saldremos fuera a la hierba para la gran fiesta.","¿Vestido igual cómo? | Lo mismo, su abrigo, su vestido, todo.",,False,True,True,0,1,1,{},"{""party_social"": [""fiesta""]}"
The Spanish Apartment_2002_4390051_503,"Me voy a ""fac"". Adiós. ¡Disfruta!",farewells,1.0,The Spanish Apartment,"00:41:20,760","00:41:23,040","¿No es estupenda? Sí. | ¡No, no es estupenda! Es normal. ¿Qué?","¿Qué? | ¡Increíble, tenemos lo mismo!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
The Spanish Apartment_2002_4390051_508,¿Qué haces mañana?,plans,1.0,The Spanish Apartment,"00:42:20,920","00:42:22,280",¡Tienes a Ali Farka Toure! | ¿Tú también? Sí.,"Mi amiga, Sabine, viene de Bélgica. | ¡Ah, genial!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Catalunya uber alles_2011_6234917_37,¡Qué bonito!,greetings,0.7060709190368653,Catalunya uber alles,"00:09:45,847","00:09:47,200","¡Alcalde, alcalde! | ¡Ganaremos!","¡Hola, cosita! Ven aquí. | Te felicito. Es muy guay.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""guay""]}"
The Spanish Apartment_2002_4389505_207,"¿Hola, Jean-Michel?",greetings,0.8682289743423462,The Spanish Apartment,"00:16:49,440","00:16:51,640","Gracias, mamá. | No hacerle caso. Ignorar sus planes de mierda.","Soy Xavier, nos vimos en el aeropuerto. | ¡Vaya, hombre!",lexical:che,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4389505_748,¡Ven! ¡Ven aquí!,farewells,0.7191260528564454,The Spanish Apartment,"01:02:47,880","01:02:49,680","Sí, pero seguro que no lo haces bien. | Anda, mira.","Bien. | ¿Qué? Al tocar el culo de una chica,",,False,True,True,0,1,1,{},"{""other_common"": [""culo""]}"
The Spanish Apartment_2002_4389505_510,"¡Ah, genial!",farewells,0.6174861145019532,The Spanish Apartment,"00:42:42,880","00:42:44,360","¿Qué haces mañana? | Mi amiga, Sabine, viene de Bélgica.",¡Hola! | ¿Sabine? ¿Xavier?,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389505_508,¿Qué haces mañana?,plans,1.0,The Spanish Apartment,"00:42:38,920","00:42:40,280",¡Tienes a Ali Farka Toure! | ¿Tú también? Sí.,"Mi amiga, Sabine, viene de Bélgica. | ¡Ah, genial!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389505_507,¿Tú también? Sí.,greetings,0.6035222244262696,The Spanish Apartment,"00:41:53,480","00:41:54,480","¡Increíble, tenemos lo mismo! | ¡Tienes a Ali Farka Toure!","¿Qué haces mañana? | Mi amiga, Sabine, viene de Bélgica.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
The Spanish Apartment_2002_4389505_503,"Me voy a ""fac"". Adiós. ¡Disfruta!",farewells,1.0,The Spanish Apartment,"00:41:38,760","00:41:41,040","¿No es estupenda? Sí. | ¡No, no es estupenda! Es normal. ¿Qué?","¿Qué? | ¡Increíble, tenemos lo mismo!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
The Spanish Apartment_2002_4389505_499,¡Hasta luego! ¡Adiós!,farewells,1.0,The Spanish Apartment,"00:41:21,600","00:41:22,840","Sí, pasé un año en París. ¡Genial! | Gracias.",Te llamaré. | ¿No es estupenda? Sí.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
The Spanish Apartment_2002_4389505_495,Gracias. De nada.,greetings,0.7908115577697754,The Spanish Apartment,"00:41:11,360","00:41:12,600","Tranquilo, no tengo perro. | ¿Más preguntas?","Yo hablo francés. ¿Ah, sí? | Sí, pasé un año en París. ¡Genial!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
The Spanish Apartment_2002_4389505_480,"Espere, un segundo.",farewells,0.6403639030456544,The Spanish Apartment,"00:39:02,240","00:39:03,720",¡Está todo hecho una mierda! | ¡Va a entrar aquí! ¡Rápido!,¡Estoy desnuda! | ¡Te lo dije! No has limpiado el piso.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4389505_476,y lo único limpio de la casa.,family,0.8,The Spanish Apartment,"00:37:29,000","00:37:31,080",¿Por qué siempre fuman hierba en mi cuarto? | Porque es cómodo.,"Tranquila, Wendy. | ¡Está todo hecho una mierda!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4389505_470,"Un flechazo, auténtico. ¡Oh, sí!",farewells,0.6606126022338867,The Spanish Apartment,"00:36:57,880","00:37:01,000","¡Locamente! | Lo vi y pensé: ""¡Vaya, pero si es mi marido!""","¡Eres de lo que no hay! | ¡Oh, mierda! ¡Otra vez!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4389505_241,"Perdona, despertarte era inevitable.",apologies,0.8977927827835083,The Spanish Apartment,"00:18:38,440","00:18:40,960","Sí, muy bien, pasta con aceite de oliva. ¡Marchando! | Marchando.","Sí, claro, no importa. | ¿Quiere un café?",,False,True,True,0,1,1,{},"{""money_work"": [""pasta""]}"
The Spanish Apartment_2002_4389505_228,Nosotros también acabamos de llegar. Estamos en familia.,family,0.824524917602539,The Spanish Apartment,"00:17:44,560","00:17:48,680","Él está en Chile y olvidó decirme que no podía quedarme. | No, en serio, ningún problema.","Tú, tranquilo. Sé lo que es. A mí, me pasó lo mismo. | Entre galos, hay que ayudarse.",,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
The Spanish Apartment_2002_4389505_205,"Gracias, mamá.",family,0.8,The Spanish Apartment,"00:16:39,240","00:16:40,720",esto era el típico problema de mi madre. | No hacerle caso nunca más. Ignorar sus locuras.,"No hacerle caso. Ignorar sus planes de mierda. | ¿Hola, Jean-Michel?",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4390051_510,"¡Ah, genial!",farewells,0.6174861145019532,The Spanish Apartment,"00:42:24,880","00:42:26,360","¿Qué haces mañana? | Mi amiga, Sabine, viene de Bélgica.",¡Hola! | ¿Sabine? ¿Xavier?,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389505_162,"Aquí, salen a cenar sobre las diez.",plans,0.8793229484558106,The Spanish Apartment,"00:12:40,320","00:12:42,680","No sé por qué se empeñó en hablar conmigo. | Ya verás, es una ciudad de locos.","Antes, no hay ni un alma. | Y después, ¡fiesta! Les encanta divertirse.",,False,True,True,0,1,1,{},"{""party_social"": [""fiesta""]}"
A Gun in Each Hand_2012_889263_1056,Creo que le voy a comprar una buena ginebra a Julián.,opinions,0.722432496547699,A Gun in Each Hand,"01:10:30,960","01:10:32,883","eso, eso no, eso bórralo, ¿vale?. | No es mi estilo, ¿sabes qué?","Si quieres te Io presto. | No, gracias.",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
A Gun in Each Hand_2012_889263_950,"Iba por su cuenta. Ah, vale, sube.",farewells,0.7557236862182618,A Gun in Each Hand,"01:03:25,760","01:03:27,762","Del trabajo, voy a Io de Julián, tú también, ¿no? | Sí. ¿Y Sara?",EI cinturón. | '¿A qué huele?,,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
A Gun in Each Hand_2012_889263_789,Que pases un buen ?n de semana.,plans,0.8,A Gun in Each Hand,"00:51:34,760","00:51:36,000","Vale. | Bueno, me voy.","Igual, si quieres, algún otro día podemos. | ¿Qué?",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
A Gun in Each Hand_2012_889263_695,"Sí, creo que va a ser mejor que yo también me vaya,",opinions,1.0,A Gun in Each Hand,"00:44:48,760","00:44:51,491","Atún. | Bueno, pues.","se está haciendo un poco tarde. | Quería pasar a recoger una alfombra que encargué,",,False,True,True,0,1,1,{},"{""common_expressions"": [""que va""]}"
A Gun in Each Hand_2012_889263_694,"Bueno, pues.",farewells,0.7821515274047852,A Gun in Each Hand,"00:44:46,400","00:44:47,640","Atún, creo. | Atún.","Sí, creo que va a ser mejor que yo también me vaya, | se está haciendo un poco tarde.",,False,True,True,0,1,1,{},"{""common_expressions"": [""que va""]}"
A Gun in Each Hand_2012_889263_382,quién sabe Io que puede pasar mañana.,plans,0.9077263975143433,A Gun in Each Hand,"00:24:50,080","00:24:51,730","no nos tenemos que avergonzar si nos pasa. | ¿Vale? . y no se, que.","Además, yo nunca me hubiera imaginado, | que estaría aquí haciendo el ridículo y diciéndote todo esto.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
A Gun in Each Hand_2012_889263_264,"Vale, pero eso no son 200 euros, si quieres te mando Ia factura.",plans,0.8,A Gun in Each Hand,"00:17:49,040","00:17:53,329",nosotros Io hicimos muy bien. | Eso fue gracias tí.,"Mm, son las de siempre. | Perdona, perdona, es que estás radiante.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
A Gun in Each Hand_2012_889263_223,"¿Te acordarás?, si quieres te llamo,",plans,0.8,A Gun in Each Hand,"00:15:48,040","00:15:51,761","No, un poco. La próxima dosis le toca a medianoche. | Vale.",o te envío un mensaje. | 0 probamos con Ia telepatía.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
A Gun in Each Hand_2012_889263_196,Ah vale. ¿Eh?,greetings,0.7214896392822266,A Gun in Each Hand,"00:13:01,240","00:13:02,048","¿Por qué no vamos a comer Ia semana que viene?, | le decimos también a Manu.","¿EI miércoles? EI miércoles. | No, el miércoles no, ¿jueves?",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
A Gun in Each Hand_2012_889263_194,"¿Por qué no vamos a comer Ia semana que viene?,",plans,0.8823458337783813,A Gun in Each Hand,"00:12:57,960","00:12:59,530",¿Tú no tienes una tarjeta? Las tiene mi secretaria. | Ya te llamo yo.,le decimos también a Manu. | Ah vale. ¿Eh?,,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
Barcelona_1994_1396344_1313,No te lo puedes tomar personalmente.,requests,0.8,Barcelona,"01:37:43,759","01:37:44,987",Extraño. | Eso es una de las cosas buenas de involucrarse con una extranjera.,Lo que es genial es que cuando actuamos de forma idiota. | o increíblemente irritante.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389505_913,¡No puedes comportarte así!,requests,0.8,The Spanish Apartment,"01:16:43,280","01:16:45,960","¿Qué? Sí. ¡Sorpresa, sorpresa! | ¡Tienes que aprender!","No hablas en serio. Sí. | ¡Ponte los zapatos, te vas!",,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
The Spanish Apartment_2002_4389505_944,"¡Está bien, eso! ¡Adiós!",farewells,1.0,The Spanish Apartment,"01:19:45,200","01:19:47,040",¿Cómo se llama? | ¿Qué quieres que diga?,"Pues. | ¡Xavier, mi amigo, increíble!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""incre\u00edble""]}"
The Spanish Apartment_2002_4389505_953,¡Nunca me has amado porque no puedes amar a nadie!,requests,0.8,The Spanish Apartment,"01:21:32,920","01:21:36,160",Siento no vivir esta experiencia contigo. | ¡No quiero dejarlo! ¡Te necesito!,"¡No es verdad! ¡Solo piensas en ti! | ¡Tu carrera, el ministerio de mierda!",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4389505_1110,¡Alistair! ¿Qué haces aquí? Acabo de llegar.,greetings,0.7193163108825684,The Spanish Apartment,"01:35:43,020","01:35:46,380",¿Sí? | ¡Mierda!,Estupendo. Me alegro de verte. | Yo también. Tienes buen aspecto.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
Vicky Cristina Barcelona_2008_4069191_1413,Éste está bien.,farewells,0.6409083557128907,Vicky Cristina Barcelona,"01:25:58,513","01:25:59,686",".que, en realidad, estás más enamorada de mí que con quien estás casada. | No puedo hablar.","Sí, muy bien, sí. | Oye, nena, ¿qué te parece?",,True,False,True,1,0,1,"{""address_terms"": [""nena""]}",{}
Vicky Cristina Barcelona_2008_4069191_1350,".de hecho, creo que será un contacto genial para mí, ¿no crees?",opinions,0.8289831066131591,Vicky Cristina Barcelona,"01:22:46,125","01:22:49,820","Pero lo es, sí. | Le hablaba de eso en el viaje.","Iré a ver la comida. ¿Alguien quiere algo? | No, estoy bien. No, gracias.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_1209,"No lo sé. Es decir, nena, ¿podrías vivir así?",requests,0.8,Vicky Cristina Barcelona,"01:12:46,066","01:12:48,413","Sabes que María Elena cree que hay. | .muchas verdades en la vida, no sólo una.","Bueno, yo nunca he tenido la. | ¿La falta de estructura de Cristina? De hecho, es muy estructurado.","lexical:nen, lexical:nena",True,False,True,1,0,1,"{""address_terms"": [""nena""]}",{}
Vicky Cristina Barcelona_2008_4069191_718,De acuerdo. De acuerdo.,farewells,0.6773706626892091,Vicky Cristina Barcelona,"00:42:52,644","00:42:53,795",Realmente quiero ir a navegar. Sí. | .eso sería genial. Mañana.,"Las dos parejas se reunieron para almorzar. | .y durante la conversación, un momento incómodo ocurrió.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_717,.eso sería genial. Mañana.,farewells,0.6276842308044435,Vicky Cristina Barcelona,"00:42:50,336","00:42:52,531",Me gustaría ir con Cristina y Juan Antonio. | Realmente quiero ir a navegar. Sí.,De acuerdo. De acuerdo. | Las dos parejas se reunieron para almorzar.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_596,Te llamará mañana. Sé que te desperté.,plans,0.8,Vicky Cristina Barcelona,"00:34:48,066","00:34:50,233","Creo que es una idea genial. | Sí, sí, creo que será bueno.",Te daré más detalles mañana. | Te amo mucho.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_595,"Sí, sí, creo que será bueno.",opinions,0.9886586570739746,Vicky Cristina Barcelona,"00:34:45,445","00:34:47,953",Creo que es una buena idea. | Creo que es una idea genial.,Te llamará mañana. Sé que te desperté. | Te daré más detalles mañana.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_594,Creo que es una idea genial.,opinions,0.838550796508789,Vicky Cristina Barcelona,"00:34:43,196","00:34:45,332",No. | Creo que es una buena idea.,"Sí, sí, creo que será bueno. | Te llamará mañana. Sé que te desperté.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_593,Creo que es una buena idea.,opinions,0.9831345224380492,Vicky Cristina Barcelona,"00:34:40,611","00:34:42,812",¿Yo? No. ¿Por qué estaría así? | No.,"Creo que es una idea genial. | Sí, sí, creo que será bueno.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_577,.y los amigos de papá lo harían todo fácil para nosotros.,family,0.6793427729606628,Vicky Cristina Barcelona,"00:33:53,421","00:33:56,125",¿Qué? ¿Casarnos aquí? | ¿Por qué no? Sería genial decirle a nuestros hijos que nos casamos allí.,No sé qué decir. | No suenas muy maravillada.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_561,"¿Hola? Hola, nena.",greetings,1.0,Vicky Cristina Barcelona,"00:33:13,373","00:33:15,732",También Vicky estaba perdida con sus pensamientos de una noche. | .que ahora parecía más y más irreal.,"¿Te desperté? | No, no, no.","lexical:nen, lexical:nena",True,False,True,1,0,1,"{""address_terms"": [""nena""]}",{}
Vicky Cristina Barcelona_2008_4069191_494,"Gracias, gracias.",greetings,0.7372713279724121,Vicky Cristina Barcelona,"00:29:15,943","00:29:17,144","De acuerdo, claro. Grandioso. | Eso fue. eso fue increíble.","Estaba mirando tu cara y te veías muy conmovida. | Sí, sí. Pocas veces vi algo así.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4069191_492,"De acuerdo, claro. Grandioso.",farewells,0.6101100158691407,Vicky Cristina Barcelona,"00:28:13,000","00:28:14,822","Dijiste que podías controlar el alcohol. | Además, mañana nos vamos.","Eso fue. eso fue increíble. | Gracias, gracias.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4069191_491,"Además, mañana nos vamos.",plans,1.0,Vicky Cristina Barcelona,"00:28:07,884","00:28:09,786",.estoy un poco temblorosa por el vino. | Dijiste que podías controlar el alcohol.,"De acuerdo, claro. Grandioso. | Eso fue. eso fue increíble.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""incre\u00edble""]}"
Vicky Cristina Barcelona_2008_4069191_444,¿Sí? Bueno.,farewells,0.6921388816833497,Vicky Cristina Barcelona,"00:25:49,119","00:25:50,562","Paul y Maryanne dijeron que encontraron una casa. | .en donde están, que les gusta incluso más que la de Bedford Hills.",.te estoy perdiendo un poco. | ¿Nena? No. Llámame luego.,,True,False,True,1,0,1,"{""address_terms"": [""Nena""]}",{}
Vicky Cristina Barcelona_2008_4069191_439,"Hola. No, estoy por comer.",greetings,0.8308183813095092,Vicky Cristina Barcelona,"00:25:38,825","00:25:40,820","Hola. | Hola. ¿Llamo en un mal momento, nena?",¿Puedo llamarte luego? | Déjame decir una cosa.,,True,False,True,1,0,1,"{""address_terms"": [""nena""]}",{}
Vicky Cristina Barcelona_2008_4069191_438,"Hola. ¿Llamo en un mal momento, nena?",greetings,0.9008540773391724,Vicky Cristina Barcelona,"00:25:35,438","00:25:38,104",.en ningún lugar de la Tierra. Mi padre lo usó para traerme aquí. | Hola.,"Hola. No, estoy por comer. | ¿Puedo llamarte luego?","lexical:nen, lexical:nena",True,False,True,1,0,1,"{""address_terms"": [""nena""]}",{}
Vicky Cristina Barcelona_2008_4069191_393,"Si continuamos, no creo que podré--",opinions,0.8264830017089844,Vicky Cristina Barcelona,"00:22:36,756","00:22:38,728",Creo que sería la primera proposición sincera e interesante que me has hecho. | Me encantaría ver a tu padre y su casa.,"Estuvo bien, eso estuvo genial. | No habla inglés.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_392,Me encantaría ver a tu padre y su casa.,family,0.7788787269592284,Vicky Cristina Barcelona,"00:22:07,186","00:22:11,146","¿Aburrido? No, no. | Creo que sería la primera proposición sincera e interesante que me has hecho.","Si continuamos, no creo que podré-- | Estuvo bien, eso estuvo genial.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Vicky Cristina Barcelona_2008_4069191_249,"No te preocupes, en serio. Como puedes ver aquí.",requests,0.8,Vicky Cristina Barcelona,"00:14:13,972","00:14:16,746",Pronosticaron una pequeña tormenta en las afueras de Oviedo. | .pero no es nada serio.,"Sólo está un poco agitado, ¿verdad? | ¿Te gustaría volarlo? No, gracias.",,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
The Spanish Apartment_2002_4389505_1277,¡En marcha!,farewells,0.7446407508850098,The Spanish Apartment,"01:50:26,460","01:50:27,940","Sí, es verdad. ¿Verdad que sí, eh? | Nos divertimos mucho aquí, ¿verdad, Sr. Bernard?","¿Qué edad tiene? 25 años. | Entonces, se jubilará usted muy joven.",,False,True,True,0,1,1,{},"{""party_social"": [""marcha""]}"
The Spanish Apartment_2002_4389505_1243,"Bueno, pues.",farewells,0.7821515274047852,The Spanish Apartment,"01:47:11,540","01:47:12,620","Pero, a veces, uno necesita | dar donde sabe que va a doler.",Sabía que era nuestro último beso. | Recordé el primer beso.,,False,True,True,0,1,1,{},"{""common_expressions"": [""que va""]}"
The Spanish Apartment_2002_4389505_1114,Yo también me alegro.,emotions,0.7395549964904786,The Spanish Apartment,"01:35:55,340","01:35:57,260",Yo también. Tienes buen aspecto. | Es estupendo volver a verte.,"¡Mierda! Son mis llaves, no funcionan. | La puerta está rota, otra vez.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
The Spanish Apartment_2002_4389505_1113,Es estupendo volver a verte.,farewells,0.6423084449768067,The Spanish Apartment,"01:35:52,100","01:35:54,500",Estupendo. Me alegro de verte. | Yo también. Tienes buen aspecto.,"Yo también me alegro. | ¡Mierda! Son mis llaves, no funcionan.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
The Spanish Apartment_2002_4389505_1111,Estupendo. Me alegro de verte.,greetings,0.7757353973388672,The Spanish Apartment,"01:35:47,140","01:35:49,260",¡Mierda! | ¡Alistair! ¿Qué haces aquí? Acabo de llegar.,Yo también. Tienes buen aspecto. | Es estupendo volver a verte.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Mierda""]}"
Barcelona_1994_1396344_1303,"No somos tan idiotas. ¡Hola, Ted!",greetings,0.7079551124572754,Barcelona,"01:36:57,112","01:36:59,342",Fantástico. | Increíble. ¿Lo ves?,Es realmente bonita. | Sí. No estoy seguro de su importancia.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
Barcelona_1994_1396344_1229,No son así. Su familia es genial.,family,0.6851084494590759,Barcelona,"01:31:56,679","01:32:00,080",Sus padre querían una ceremonia discreta. | Deben estar felices por casar a su hija con un norteamericano.,"Mi padre quería que yo te lo explicara. | ""Perdón por la inconveniencia, tómate un café. Llegaremos pronto.""",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
Barcelona_1994_1396344_1228,Deben estar felices por casar a su hija con un norteamericano.,family,0.8,Barcelona,"01:31:53,409","01:31:56,469",No hay nadie por parte de la novia. | Sus padre querían una ceremonia discreta.,No son así. Su familia es genial. | Mi padre quería que yo te lo explicara.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389688_128,"Vale, gracias.",greetings,0.6983238410949708,The Spanish Apartment,"00:48:17,120","00:48:18,400",Me bloquea. Asi esta bien. | Es calle Porta Ferissa.,De nada. Muy amable. | Bueno. Buena suerte.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389688_122,Hola! donde estais?,greetings,1.0,The Spanish Apartment,"00:47:11,120","00:47:12,920",Tenemos que comprobar el. | Joder!,"Te he hecho daño? No es nada. | No, por favor. Estoy bien.",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
The Spanish Apartment_2002_4389688_85,Hasta luego! Adios!,farewells,1.0,The Spanish Apartment,"00:41:06,600","00:41:07,840","Si, pase un año en Paris. Genial! | Gracias.","No es estupenda? Si. | No, no es estupenda! Es normal. Que?",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
The Spanish Apartment_2002_4389688_81,Gracias. De nada.,greetings,0.7908115577697754,The Spanish Apartment,"00:40:56,360","00:40:57,600","Tranquilo, no tengo perro. | Mas preguntas?","Yo hablo frances. Ah, si? | Si, pase un año en Paris. Genial!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
The Spanish Apartment_2002_4389688_55,"Volvera esta noche.""",plans,0.865057601928711,The Spanish Apartment,"00:33:29,040","00:33:32,680","""Xavier no esta. Volvera esta noche."" | ""Xavier no esta.","Lo siento, no entiendo frances. | ""maman""? Vale, se lo dire.",lexical:che,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389688_23,"Comprendes? Si, si.",greetings,0.6081578445434571,The Spanish Apartment,"00:24:12,080","00:24:13,560",Ya ves que el alquiler no es barato y tenemos que ser muchos. | pero organizar las cosas se hace imposible para todos.,"Vale, ahora tengo algunas preguntas. | Que estudias? Economia.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389688_3,Asi que os vamos a ver a todos y decidiremos juntos.,plans,0.8,The Spanish Apartment,"00:23:11,640","00:23:15,840","Lo sentimos mucho, esto no es para nada un tribunal. | Ha contestado mucha gente.","Queremos que sea guay entre nosotros. | Que haya ""buenas vibras"" entre la gente.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""guay""]}"
Relic_2020_8972768_479,¡Por favor!,greetings,0.6534418296813965,Relic,"01:09:26,809","01:09:28,144",¡Joder! | ¿Qué?,¿Pero qué.? | ¿Mamá?,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
Relic_2020_8972768_439,"Gracias, cielo.",greetings,0.7883966636657715,Relic,"00:59:39,347","00:59:40,598",Mamá. No te dejaré. | Voy a preparar la cena. ¿Qué te apetece?,"¡Sam, hemos vuelto! | ¿Qué coño?",,False,True,True,0,1,1,{},"{""swears_expressions"": [""co\u00f1o""]}"
Relic_2020_8972768_323,¡Joder! ¡Quédatelo!,farewells,0.6418951225280762,Relic,"00:40:36,329","00:40:38,331",Devuélvemelo. ¡Es mío! Lo sien. ¡Abuela! | ¡Ay!,TIRA DE LA CADENA | CIERRA EL GRIFO,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
Relic_2020_8972768_46,La virgen.,farewells,0.6007993888854981,Relic,"00:08:51,799","00:08:53,217",¿Ha traído una foto reciente? Sí. | Esta es del año pasado.,Genial. | Ha estado dando de comer a Chester.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
Relic_2020_8972768_22,"De vez en cuando, pero el coche sigue en casa.",family,0.8,Relic,"00:07:05,651","00:07:08,112",Por supuesto. Vale. | ¿Su madre aún conduce?,¿Algún problema de salud? | No.,lexical:che,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Relic_2020_8972768_20,Por supuesto. Vale.,farewells,0.6113924217224121,Relic,"00:06:51,887","00:06:53,222","¿Qué? | ¿Qué pasa, Kay? Nada. Llámame si ves.","¿Su madre aún conduce? | De vez en cuando, pero el coche sigue en casa.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
